comment,sentiment
"Barang sangat buruk, tidak sesuai deskripsi, tidak berfungsi normal. Pengiriman sangat lambat dan pengemasan tidak aman. Sangat kecewa dengan produk ini, tidak sesuai harapan. Tidak akan membeli lagi.",negatif
Produk cacat dan tidak berfungsi. Pengiriman sangat lambat dan pengemasan buruk. Kecewa dengan pengalaman berbelanja ini.,negatif
Harga mahal untuk produk yang tidak berfungsi. Pengiriman terlambat dari jadwal estimasi. Kecewa dengan kualitas produk ini.,negatif
Barang rusak dan tidak sesuai dengan deskripsi. Pengemasan tidak aman dan pengiriman lambat. Pengalaman berbelanja yang sangat buruk.,negatif
"Kualitas gambar buruk, tidak sesuai dengan deskripsi. Pengiriman terlambat dari jadwal estimasi. Kecewa dengan pembelian ini.",negatif
Pengiriman sangat lambat dan pengemasan buruk. Harga tidak sebanding dengan kualitas produk. Tidak akan merekomendasikan pembelian di sini.,negatif
Produk cacat dan tidak berfungsi dengan baik. Pengiriman terlambat dari jadwal estimasi. Kecewa dengan pengalaman berbelanja ini.,negatif
Kualitas gambar buruk dan harga mahal. Pengiriman terlambat dari jadwal estimasi. Tidak puas dengan pembelian ini.,negatif
Produk tidak sesuai dengan deskripsi dan tidak berfungsi normal. Pengiriman sangat lambat dan pengemasan buruk. Sangat kecewa dengan pembelian ini.,negatif
Kualitas gambar buruk dan harga tidak sepadan. Pengiriman terlambat dari jadwal estimasi. Tidak akan merekomendasikan pembelian di sini.,negatif
Barang rusak dan tidak berfungsi dengan baik. Pengiriman sangat lambat dan pengemasan tidak aman. Pengalaman berbelanja yang sangat buruk.,negatif
Produk tidak sesuai dengan deskripsi dan tidak berfungsi dengan baik. Pengiriman sangat lambat dan pengemasan buruk. Sangat kecewa dengan pembelian ini.,negatif
Kualitas gambar buruk dan harga tidak sepadan. Pengiriman terlambat dari jadwal estimasi. Pengalaman berbelanja yang sangat buruk.,negatif
"Produk sangat buruk, tidak sesuai deskripsi, tidak berfungsi normal. Pengiriman sangat lambat dan pengemasan tidak aman. Sangat kecewa dengan produk ini, tidak sesuai harapan. Tidak akan membeli lagi.",negatif
"Fitur Terbaik: Motion tracking. Sepadan dengan Harga: Tidak sepadan. Barang buruk, sering putus koneksi wifi, tidak sebanding dengan harganya. Kecewa dengan pembelian ini.",negatif
"Fitur Terbaik: Bisa digunakan dengan baik. Sepadan dengan Harga: Tidak sepadan. Produk buruk, kualitas kamera jelek, tidak sesuai dengan deskripsi. Kecewa dengan pengalaman berbelanja ini.",negatif
"Kualitas: Good Performa: Good Tampilan: Umum Intruksi clear, cepat terkoneksi, semua fitur sangat berguna, bulb aman agak panas karna terpanggang matahari mesakne kurir e kepanasen, box mulus",positif
"Tampilan: mewah Kualitas: oke Performa: ini kedua kali beli krn yg lama udah gak berfungsi setelah 4,5thn pemakaian Toooppp selalu suka, worth it harganya krn seawet itu light bulb nya, thank you seller",positif
Tampilan: Bagus Performa: Tinggi Kualitas: Terbaik,positif
"Sampainya cepet banget, perasaan baru pesen kemarin. Langsung dicoba disiang hari dan berfungsi dg baik. Produk ori. Thank you!",positif
"Tampilan: ok Performa: baik Kualitas: ok Sedikit masukan untuk seller harusnya bagian luar di lapisin kardus, setelah itu pakai bubble wrap supaya mengurangi kerusakan bagian box (penyok) syukur lampunya gak pecah, hanya box luar penyok, sempat takut gak bisa nyala. Puji Tuhan bisa nyala yg 12 watt, yg 9 watt agak susah konek ke hp.",positif
Kualitas: ok Performa: ok Tampilan: ok Produk Baik... Produk Sesuai Deskripsi.. Packing Ok... Harga Pas... Pengiriman Cepat.. Respon Ada...,positif
Kualitas: nyala sudah dicoba dua2nya Tampilan: bagus Lebih ditingkatkan lagi pakai bubble wrap atau kerdus lagi untung kerdusnya tidak penyok,positif
Kualitas: baik Harga: terjangkau Daya listrik: hemat Rekomendasi banget,positif
Kualitas produk baik produk original harga produk sangat baik kecepatan pengiriman sangat baik respon penjual sangat baik Kualitas produk baik produk original harga produk sangat baik kecepatan pengiriman sangat baik respon penjual sangat baik,positif
"Kualitas: Mantab Harga: Relatif Daya listrik: rendah pertama kali coba bardi, gampang sih caranya settingnya simpel juga cara make aplikasinya, pengiriman dan packagingnya juga bagus, terima kasih",positif
"Kualitas: Kualitas produk sangat baik, respon penjual sangat ramah, pengiriman cepat, sangat recommended.",positif
"Bagus sekali, terang dan bisa gonta ganti warna sesuai mood, barang original dan berkualitas. Rekomendasi banget karna sangat berguna apalagi kalau mau foto estetik bisa banget. Super rekomendasi. Terima kasih seller",positif
Produk keren abisss. Saya sangat suka dari segi packaging hingga produk itu sendiri,positif
Kualitas: Baik Harga: standar Daya listrik: kecil Barangnya dibungkus rapi dan aman pakai bubble wrap tebal banget jadi super aman,positif
"Kualitas: Bagus Harga: Terjangkau Daya listrik: Hemat Produk sesuai deskripsi, pengiriman cepat, dan penjual responsif. Sangat puas dengan pembelian ini.",positif
"Produk berkualitas tinggi, tampilan menarik, dan harga yang pantas. Sangat senang dengan pengiriman yang cepat dan packaging yang aman. Terima kasih, seller!",positif
"Produk tidak berfungsi sama sekali, lampunya tidak menyala.",negatif
"Kualitas buruk, cepat rusak setelah beberapa penggunaan.",negatif
"Produk tidak sesuai dengan deskripsi, kecewa.",negatif
"Pengirimannya sangat lambat, butuh berbulan-bulan untuk sampai.",negatif
Barang rusak saat tiba dan sulit untuk menghubungi penjual.,negatif
"Banyak fitur yang tidak berfungsi dengan baik, sangat mengecewakan.",negatif
Produk cacat dan penjual tidak responsif terhadap keluhan.,negatif
"Tidak ada panduan penggunaan yang jelas, sulit untuk mengoperasikannya.",negatif
Pembelian saya hilang dalam pengiriman dan penjual tidak membantu.,negatif
Barang yang saya terima sangat kotor dan tidak terawat.,negatif
Produk ini sangat mahal dan tidak sepadan dengan kualitasnya.,negatif
"Lampunya tidak awet, cepat rusak setelah penggunaan singkat.",negatif
"Kualitas produk jelek, buruk, dan mengecewakan.",negatif
Penjual tidak jujur ​​mengenai kondisi produk.,negatif
"Barang tidak sesuai dengan gambar yang ditampilkan, terlihat lebih baik online.",negatif
"Pengalaman buruk dengan penjual ini, tidak akan pernah membeli lagi.",negatif
"Fitur Terbaik: belum di coba Sepadan dengan Harga: iya Paket di terima dengan aman karena bubblewrap tebal, admin juga fast respon, ada petunjuk pemakaian juga, belum di coba semoga awet🥰",positif
Fitur Terbaik: Ukuran mungil Sepadan dengan Harga: Sesuai Kaget ternyata ukurannya jadi 4 kali lebih kecil dari IR remote sebelumnya. Semoga kecil2 begini tetap awet dan berfungsi dengan baik yaa. Tks seller,positif
"Mantep n gercep. Tak perlu menunggu waktu lama pesanan mendarat dengan aman sentosa. Packaging cukup baik. Produk sesuai deskripsi dan sesuai pesanan. Sudah langsung diaplikasikan dan tidak ada kendala, berfungsi dengan baik. Terimakasih bardiofficial dan shopee.",positif
"Barang bagus n Ori. Puas banget belanja disini. Next time akan beli item lainnya disini. Thank you, seller.",positif
Fitur Terbaik: bisa meremot apa saja Sepadan dengan Harga: lumayan Bagus tidak ada Miss. Recommended banget buat remot yang menggunakan Ir dari jauh,positif
Paket orderan BARDI Smart IR sudah sampai dan sudah saya terima dengan baik.. packing aman dg bubble wrap.. dan pengiriman cepat.. terima kasih bardismarthome dan shopee.. sukses selalu.. semoga barang yang saya beli ini bermanfaat dan awet..,positif
"Fitur Terbaik: Bisa kontrol elektronik yang memiliki IR dimana saja Sepadan dengan Harga: sangat worth it sih harganya Alat berfungsi dengan baik, semoga tahan lama. Terimakasih Bardi. Sekarang saya bisa menghidupkan AC dari mana saja. Contohnya saya mau pulang dari pasar, saya bisa hidupkan AC ketika dipasar, sehingga tiba dirumah kamar sudah dingin.",positif
"Dapet harga promo , ga tau cara pakainya jadi liat di youtube malah dapat beda model sama yg di youtube padahal merk yg sama...tapi bisa digunakan di aplikasi bardi buat nyalain tv...terima kasih seller dan kurir...sukses terus buat semuanya",positif
Fitur Terbaik: sangat baik Sepadan dengan Harga: sangat sesuai Begitu bermanfaat dan sangat menarik,positif
Barang diterima sesuai dengan pesanan... sangat bagus kualitasnya... recomended seller... terimakasih sudah packing rapi & terimakasih atas pelayanannya.. sangat memuaskan.,positif
"Alhamdulillah, barang sudah sampai dengan selamat. Mudah-mudahan saja barangnya aman dan awet Masih coba dicharger dulu sih. Cuma kita gak tahu saat ngecash sudah masuk atau belum, soalnya tidak ada lampu atau tandanya. Selebihnya bagus semua",positif
Kualitas produk sangat baik. Produk original. Harga produk sangat baik. Kecepatan pengiriman sangat baik. Respon penjual sangat baik. Kualitas produk sangat baik. Produk original. Harga produk sangat baik. Kecepatan pengiriman sangat baik. Respon penjual sangat baik. Kualitas produk sangat baik.,positif
"Dengan Universal IR Remote, bisa bikin otomasi di kamar. Hidupin AC dan Diffuser dengan menggunakan delay, sehingga tidak membuat shock electric. Produk Bardi selalu inovatif dan pintar. #teamKokoGlowing",positif
Sangat baik kualitasnya. Sangat bermanfaat alatnya. Sangat puas menggunakan Bardi Smart Universal IR Remote wireless ini. Yang jelas recommended banget alatnya...,positif
"Barang sesuai deskripsi dan sudah diterima, packing juga sangat aman sehingga barang tidak penyok, barang juga original mantap buat seller dan recommended 👌",positif
"Langsung enyaaaakkk , langsung berfungsi dong Bardi nya, Bukan begitu, Pak Bardi? Suiiipp wes... Cepet bingits lhooo nyampek nya",positif
Barang ini rusak saat tiba dan saya tidak bisa menggunakannya. Sangat kecewa.,negatif
Saya memesan produk ini dan saya mendapatkan versi yang salah. Sangat membingungkan.,negatif
Pengiriman sangat lambat dan tidak sesuai dengan yang dijanjikan. Kurir juga kurang responsif.,negatif
Kualitas produk buruk. Tidak tahan lama dan sering mengalami masalah.,negatif
Saya mendapatkan produk yang rusak dan penjual tidak responsif. Sangat buruk.,negatif
Produk ini tidak sesuai dengan deskripsi. Saya merasa tertipu.,negatif
Saya merasa sangat kecewa dengan produk ini. Tidak sepadan dengan harganya.,negatif
Kualitas produk sangat rendah. Saya tidak akan merekomendasikannya kepada orang lain.,negatif
Sangat sulit untuk menghubungi penjual. Pelayanan pelanggan buruk.,negatif
Saya tidak menerima produk yang saya pesan. Sangat mengecewakan.,negatif
Paket tiba dalam kondisi rusak dan produknya pecah. Sangat buruk.,negatif
Pengiriman sangat lambat dan tidak ada pemberitahuan. Kurir tidak profesional.,negatif
Saya merasa sangat tertipu dengan produk ini. Tidak berkualitas.,negatif
Produk ini tidak berfungsi seperti yang diharapkan. Saya sangat kecewa.,negatif
Saya mendapatkan produk palsu. Sangat mengecewakan.,negatif
Pengiriman tidak pernah tiba. Saya sudah menunggu terlalu lama.,negatif
Tidak usah khawatir sama produk Bardi sangat useful dan yang pasti customer servis serta garansinya top. Saya sudah lama percayakan produk home automation di rumah dengan produk dari Bardi dan sampai sekarang Sangat PUAS!,positif
Pengiriman Cepat Packing rapi dan aman Produk original bergaransi Bardi Produk berkualitas Recommended,positif
"Barang oke. Harus download aplikasi dulu unt penggunaan smart’nya, jika tidak, unt penggunaan biasa, sudah ada tombol on-off",positif
Fitur Terbaik: Bagus Sepadan dengan Harga: terjangkau Pengiriman Cepat Packing rapi dan aman Produk original bergaransi Bardi Produk berkualitas Recommended,positif
"Proses order lumayan cepat. Pesan tgl 10/10/2021, dikirim tgl 11 dan diterima tgl 13. Brg sesuai deskripsi dan pesanan, udh dicoba dan berfungsi dg baik, dpt free makanan kucing whiskas jg. Trims.",positif
Brg ad kendala ketika d terima dus rusak packing agak kurang aman... tp msh berfungsi semoga awet thx 🙄,positif
Colokan ini ngebantu banget utk timer charge HP malem² biar ga terus2an sampe pagi charge nya.. tinggal download apps bardi buat ngatur²nya.. oke banget lahh 👍🏻,positif
"Blm sempet coba sih. Tp mudahan aman aja. Sudah lebih 5 kali beli dsni juga. Cuma lama di pengiriman, but its okay",positif
"Fitur Terbaik: barang bagus Sepadan dengan Harga: sesuai harga Pengiriman cepat, barang dampai dengan selamat",positif
"Kualitas produk sangat baik, produk original, harga terjangkau, kecepatan pengiriman sangat baik",positif
Kualitas produk sangat baik. Produk original. Harga produk sangat baik. Kecepatan pengiriman barang sangat baik. Respon penjual sangat baik.,positif
"Fitur Terbaik: konektivitas ke aplikasi Bardi Smart Home Sepadan dengan Harga: sangat Buat kalian yg lagi building smart ecosystem di rumah kalian, Bardi adalah merk yang patut kalian beli sih. Karena pengaturannya mudah banget. Saranku, untuk semakin memudahkan akses, pakai satu brand aja utk satu rumah, supaya ga terlalu banyak install aplikasi di smartphone kamu. Aku pakai Bardi mulai dari CCTV sampai electric plug nya. Kereen!!",positif
"desainnya bagus, dan yang pasti berguna banget buat kaum milenial yang semuanya pengen bisa di kontrol lewat hp. good job bardi 🥳🥳",positif
Fitur Terbaik: bagus banget. egampang pakai nya Sepadan dengan Harga: agak mahal dikit tp emang kualitas bardi tidak di ragukan lagi Udh beli bnyk brg di bardi. Top semua rusak selama masih garansi di ganti baru. Top juara pelayanannya.,positif
"Terima kasih pesanan sudah sy terima dg baik.. sudah sy setting dan berfungsi dg baik dan sangat puas.. Sayangnya statistik penggunaan daya listrik kedua port masih gabung jd 1, andaikan bisa pisah sendiri"" lebih mantul lagi ☺😁.",positif
"Fitur Terbaik: Bisa menyalakan dari jauh Sepadan dengan Harga: Ya Barangnya bagus, bisa di hidupkan tanpa harus pencet tombol Cuma ada 1 kendala, kalo mau di hidupkan bakal nyala dua²nya, gak bisa dihidupkan cuma 1 Switch Ntah saya yg salah dimana atau memang begitu sistemnya Selain itu oke sih, gaka ada masalah",positif
"Produk ini sangat buruk, tidak berfungsi dengan baik dan respon penjual lambat.",negatif
"Pengiriman sangat lambat dan packing tidak rapi, barang rusak saat diterima.",negatif
"Barang yang saya terima tidak sesuai dengan deskripsi, sangat mengecewakan.",negatif
"Fitur yang dijanjikan tidak berfungsi, saya kecewa dengan produk ini.",negatif
"Kualitas produk sangat buruk, barang rusak dan tidak bergaransi.",negatif
"Harga terlalu mahal untuk kualitas produk yang buruk, saya merasa tertipu.",negatif
Pengiriman sangat lambat dan respon penjual tidak membantu sama sekali.,negatif
Produk ini tidak berguna dan saya merasa membuang uang.,negatif
"Fitur yang dijanjikan tidak berfungsi dengan baik, saya sangat kecewa.",negatif
Barang rusak saat diterima dan respon penjual buruk.,negatif
"Sangat kecewa dengan produk ini, tidak sesuai dengan ekspektasi saya.",negatif
"Pengiriman terlalu lama dan packing kurang aman, barang rusak saat tiba.",negatif
"Harga produk terlalu tinggi untuk kualitas yang buruk, tidak direkomendasikan.",negatif
Produk ini tidak awet dan rusak setelah beberapa kali penggunaan.,negatif
"Sangat kecewa dengan pelayanan pelanggan, tidak responsif dan tidak membantu.",negatif
"Barang tidak sesuai dengan gambar dan deskripsi, saya merasa tertipu.",negatif
Sukak jernih sekali kamera nya.. juga semua nya lengkap dan packing nya juga baik dan rapi serta aman.,positif
"Kamera bagus, bahan kuat ga ringkih, kabel cukup panjang, disertai bracket.",positif
CCTV super duper lucu bentuknya 😍😍😍 Berasa punya robot pengintai 😁 Packing super aman 👍 Pengiriman jos hari kerja langsung proses 👍 Thanks ya 🥰❤️,positif
"Produk bagus, packing rapi, admin ramah, pengamanan pengiriman super aman, banyak pengamannya juga, sesuai expectation berdasarkan bintang, pengiriman super cepat.",positif
"Pengiriman Cepat, Perlindungan bagus, Kondisi Fisik bagus, kelengkapan lengkap, hasil Video lumayan, namun Produk awal trnyta Ada bercak, lalu bisa di retur ( dikirimkan produk baru ) hasil test bagus, Yg jelas Adminya Ramah dan informatif, semoga kedepanya makin Joss gandos, dan bermanfaat",positif
"Bublewrap bagian dlm produk hrs ada seharusnya biar lbh aman.produk oke,kualitas gmbr jls,suara jelas dan jernih.model cctv oke.mudah digunakn di hpnya.",positif
"Barang nya bagus, sesuai,tapi blm di coba, semoga aja ga ada kendala, Saran; karena ini barang elektronik harusnya packing di tambah kan kotak untuk pengamanan,..terima kasih 🙏",positif
Fitur Terbaik: two way communication ! Sepadan dengan Harga: worth it ! Bagus banget lah membantu sekali Cctv ini. User friendly juga mudah untuk set up nya. Thank you !,positif
"Fitur Terbaik: video dan audio connected dengan baik. Sepadan dengan Harga: worth the price! all good! paket diterima dengan baik, cctv berfungsi dengan baik. gambar dan suara jelas. packaging baik, kecepatan pengiriman baik. terima kasih.",positif
"Fitur Terbaik: CCTV Sepadan dengan Harga: sangat sepadan Produk original bergaransi, harga terbaik, respon seller cepat, semua fitur berfungsi dengan baik. Terimakasih",positif
"Terima kasih banyaaak barang asli , belum di coba semogaa aaaàaaaaaja awet nanti di pakenya , bagusss Beli pas 11 11 kemarin",positif
"Mantap gambarnya jernih bgt, micro sdnya berfungsi, night modeny mantap, bisa menjangkau tiap sudut karna bisa muter, suaranya oke, gampang juga nyetingnya, next mau beli yg outdoor",positif
"Sepadan dengan Harga: Kualitas bagus Fitur Terbaik: Cocok buat di rumah Pemasangannya mudah, cocok buat di dalem rumah. Dan bisa saling ngobrol 2 arah..",positif
"Fitur Terbaik: Baik Sepadan dengan Harga: baik Produk sesuai orderan, belum di cek semoga sesuai",positif
"Fitur Terbaik: kualitas gambar dan suara ok Sepadan dengan Harga: sesuai produk sesuai dengan ulasan,packing aman,dan diterima dalam keadaan baik.respon seller juga cepat.Terima kasih",positif
"Barang telah sampai dengan baik, masih proses penyambungan, barang ori terima kasih",positif
Produk ini sangat buruk! Tidak sesuai dengan deskripsi sama sekali. Kecewa sekali!,negatif
Saya sangat kecewa dengan produk ini. Kualitasnya sangat jelek dan tidak sepadan dengan harganya.,negatif
"Begitu saya mencoba produk ini, langsung bermasalah. Tidak direkomendasikan sama sekali!",negatif
Sangat mengecewakan! Produk ini rusak saat sampai dan pengirimannya sangat lambat.,negatif
Apa ini? Barangnya cacat dan pengirimannya sangat buruk. Tidak akan pernah beli lagi.,negatif
"Kualitas produk sangat rendah, dan respon penjual sangat buruk. Saya kecewa!",negatif
Tidak bisa percaya betapa buruknya produk ini. Tidak sesuai dengan harapan sama sekali.,negatif
"Jangan pernah membeli produk ini. Sangat buruk, pengiriman lambat, dan admin tidak responsif.",negatif
Kamera ini sangat buruk! Tidak ada yang bagus darinya. Total pemborosan uang.,negatif
Saya merasa tertipu dengan produk ini. Sangat jelek dan tidak berguna.,negatif
"Kualitas produk sangat rendah, dan respon penjual sangat buruk. Saya sangat marah!",negatif
Ini adalah pemborosan uang! Produknya tidak berfungsi dan pengirimannya lambat.,negatif
Produk ini sangat jelek! Saya sangat kecewa dengan pembelian ini.,negatif
Saya merasa tertipu dengan produk ini. Tidak sesuai dengan deskripsi dan sangat buruk.,negatif
"Sangat buruk! Produk ini tidak bekerja dengan baik, dan respon penjual sangat lambat.",negatif
Ini adalah pengalaman yang sangat buruk. Produk tidak berfungsi sama sekali.,negatif
