comment,sentiment
"Saya memesan ukuran M, tetapi yang dikirim adalah ukuran S. Ini sungguh menjengkelkan! Penjual sangat tidak profesional dan tidak bisa diandalkan.",negatif
Kualitas produk sangat rendah. Barang ini hancur begitu saya membukanya. Saya merasa telah membuang uang saya. Saya tidak merekomendasikan produk ini kepada siapa pun!,negatif
Pengiriman sangat lambat dan barang yang saya terima dalam keadaan rusak. Saya merasa sangat marah dan kecewa. Ini adalah pemborosan uang!,negatif
Penjual ini sangat tidak responsif. Saya telah mencoba menghubungi mereka berkali-kali tanpa jawaban. Pelayanan pelanggan buruk sekali!,negatif
Saya merasa ditipu dengan harga produk ini. Kualitas sangat buruk dan tidak sepadan dengan harganya. Jangan pernah membeli dari penjual ini!,negatif
Ukuran produk tidak konsisten. Saya memesan yang sama sebelumnya dan ukurannya berbeda kali ini. Saya sangat marah!,negatif
Produk ini sangat mengecewakan. Tidak sepadan dengan harganya. Saya sangat menyesal membeli ini. Tidak direkomendasikan!,negatif
Packing sangat buruk. Saya menerima produk dalam keadaan rusak dan penjual tidak memberikan solusi. Ini adalah pengalaman yang sangat buruk!,negatif
"Ini adalah penipuan besar! Saya membayar banyak uang untuk produk ini, tetapi yang saya terima adalah barang palsu yang sangat buruk. Penjual harus ditindak tegas!",negatif
Saya sangat marah dengan pengiriman yang terlalu lambat. Saya memesan ini untuk acara khusus dan barangnya belum tiba. Ini sangat mengganggu!,negatif
Sangat kecewa dengan kualitas produk. Tidak sebanding dengan harga yang saya bayar. Ini adalah pemborosan uang!,negatif
"Saya memesan barang ini dengan harapan tinggi, tetapi kenyataannya sangat mengecewakan. Kualitas produk sangat rendah, dan penjual tidak responsif!",negatif
Pengiriman sangat buruk! Saya menerima barang dalam keadaan rusak dan penjual tidak memberikan pengembalian uang. Ini adalah pelanggaran!,negatif
Kurir sangat tidak ramah. Mereka sangat kasar dalam menangani paket. Barang yang saya terima rusak parah. Saya sangat marah!,negatif
"Tadi udah coba di leptop berfungsi dengan baik, walau sempat bermasalah di pengiriman tapi datang tepat waktu. Semoga awet di pake 🙏👍👍",positif
Berfungsi dengan normal. Kualitas oke. Semoga awet.,positif
"Barang ori, harga murce, pengiriman dan pengemasan cepat aman, thx seller",positif
Admin fast respon banget. Pas lagi kerja malah rusak.. emang sdh harus diganti.. hahaha.. but sekali lagi makasih utk admin yg fast response dan garcep kirim pas aku bilang bisa kirim kilat soalnya urgent mw lgsg di gunakan,positif
Bagus sih tapi aku kira include dgn bateraix...ternyata enggak jadi harus keluar dulu cari baterai yg cocok....tapi semuax bagus.... pengiriman cepat....recommended seller ....,positif
"Barang diterima dengan baik, belum dicoba, semoga berfungsi dengan baik. Sekadar saran, packingnya baiknya pakai buble wrap biar lebih aman.",positif
"Bagus optik nya responsibel, mudah²an awet. Rekomend belanja di toko ini. Makasii min",positif
"Alhamdulillah, barang sudah diterima, di packing sesuai tambahan, pakai bubble wrap dan kardus, mouse masih segel, sudah dicoba dan berfungsi, semoga barangnya awet",positif
"Belum beli baterai nya sih jadi belum nyoba, dari segi luar bagus sih",positif
Barang sudah saya terima. Berfungsi dengan baik. Suka sekali harga hemat berkualitas. Buat daring anak. Karena mouse lama pake kabel jadi mau coba ini tanpa kabel. Ne tanpa baterai ya. Aku pasang sendiri baterainya,positif
"Thanks to pelapak, order jam set 7 malam masih bisa ikut kiriman di hari yang sama. Overall utk barang bagus berfungsi dengan baik. Respon bagus",positif
"Barang ori dan murce , klik nya empuk tapi belum silent klik tapi gpp sesuai harga ini udah bagus bgt, pengiriman juga cepat meski luar kota",positif
Terima kasih barang nya sudah sampai... pengiriman nya cepat...seller-nya ramah.. kurirnya juga baik ..semoga awet belum dicoba..terima kasih ya,positif
"Alhamdulillah sampai dengan aman dan berfungsi dengan baik. Agak lama install drivernya tapi alhamdulillah bisa. Clicky banget bunyinya, bukan tipe yang silent clicky gitu. Materialnya plastik tapi masih oke, ga terlalu ringkih banget. Warnanya black mate, cakep sih. Packagingnya rapih, kotaknya juga diplastik double, aman.",positif
Produk sesuai dengan pesanan. Pengemasan dan pengiriman barang cepat rapih aman. Semoga awet. Terima kasih,positif
Pengiriman aman dan tepat waktu. Produk sesuai harapan semoga awet. Terima kasih seller terima kasih Shopee,positif
Pengiriman bermasalah dan sempat terjadi masalah di pengiriman. Tidak direkomendasikan.,negatif
"Berfungsi secara normal, tetapi kualitas tidak sebanding dengan harganya. Kecewa.",negatif
"Tidak cocok, harus mencari baterai yang sesuai. Menyebalkan.",negatif
Barang diterima dengan baik tetapi ada kekurangan dalam pengemasan. Harus lebih hati-hati.,negatif
Belum nyoba karena belum beli baterai. Kurang sesuai ekspektasi.,negatif
Pengiriman lambat dan ada masalah dalam proses pengiriman. Tidak puas.,negatif
"Sempat rusak saat digunakan, dan tidak mendapat respon yang memadai dari penjual. Kecewa.",negatif
Kualitas tidak sesuai ekspektasi. Barang kurang awet. Tidak direkomendasikan.,negatif
Barang dipasang sendiri baterainya. Sepertinya bukan produk yang direkomendasikan.,negatif
"Tidak memuaskan. Berharap bisa lebih baik, tetapi tidak sesuai.",negatif
Barang rusak saat tiba dan proses pengembalian sangat merepotkan. Tidak puas.,negatif
Tidak sesuai dengan gambar yang diiklankan. Kecewa dengan produk ini.,negatif
Harga tidak sepadan dengan kualitas produk. Terlalu mahal untuk apa yang diberikan.,negatif
Kurir pengiriman tidak profesional dan paket tiba dalam kondisi rusak. Tidak direkomendasikan.,negatif
Admin penjual tidak responsif dan tidak membantu. Komunikasi buruk.,negatif
Pengiriman terlambat dan barang tiba dalam kondisi buruk. Tidak puas dengan layanan ini.,negatif
"Keyboard empuk, Mouse enak dipegang. Ga ada kendala dan robot ini oke. Tanggapan seller melalui chat juga ramah dan nyaman. Seller update pengiriman melalui chat juga. Thanks a lot.",positif
"Keyboard bagus sesuai harga tanpa lecet. Packingnya aman banget, bubble wrapnya tebal. Seller fast respon saat di chat. Cuman pengirimannya agak lama mungkin karena pesanannya banyak kali ya. Overall mantap.",positif
"Lumayan bagus barangnya, okeelah harga segini mantaap. Belum termasuk baterai ya, gaeesss. Batre-nya AAA 1x dan AA 1x.",positif
"Respon cepat, pelayanan prima, pengemasan aman, produk original. Mouse tidak silent. Sudah termasuk baterai. Mouse cukup baik, keyboard mantap.",positif
"Barang bagus tidak ada yang lecet, berfungsi dengan baik.",positif
"Harga sesuai, kualitas baik, bonus baterai.",positif
Pengiriman cepat dan barang lengkap serta ada bonus kartu smartfren. Terima kasih.,positif
"Paket sudah sampai dengan selamat karena packing aman. Keyboard dan mouse berfungsi dengan baik. Pengiriman juga lumayan cepat, dapat harga promo juga 😇 dapat baterai sama bonus masker mata 😆",positif
"Kualitas produk original dan baik, sesuai dengan harga yang di bawah harga keyboard wireless lainnya yang lebih mahal. Akan tetapi menurut saya silent keyboardnya lebih ditingkatkan lagi dari segi kualitas bahan keyboardnya. Karena saya pernah pakai silent keyboard merk lain dan merk lain keyboardnya benar-benar silent.",positif
"Barang sudah sampai dengan selamat, maaf baru memberi nilai. Sangat suka dengan keyboardnya, sampai sekarang sangat aman buat kerja di kantor.",positif
Simple sudah include baterai.,positif
"Bagus banget, teman kerja saya juga puas dengan barangnya. Terima kasih.",positif
Barang sangat memuaskan. Packing juga aman. Meskipun pengiriman ke Semarang lumayan lama tapi sangat memuaskan 🥰 Semoga awet dan nggak rewel ☺,positif
"Bagus, sesuai harga, keyboard dan mouse ada suara, mousenya nyaman di pegang, packaging rapi, dapat batre, 1 batre AA untuk mouse, 1 batre AAA untuk keyboard, semoga awet, semoga ga gampang rusak",positif
Produk bagus Dan mouse nya bisa lantai juga ok untuk kedepannya tingkatkan lagi,positif
"Wireless keyboard and mouse combo, pesanan terbaik sampai saat ini, tingkat kepekaan atau sensitifnya terhadap gerakan sangat tinggi, sentuhan tangan sangat lembut, bisa kita operasikan sesuka hati..produk memang sangat memuaskan.. pokoknya recommended banget buat produk ini Terimakasih buat seller yang sangat luar biasa aktif komunikasi dengan pemesan. Rasanya adem, tenang belanja di seller ini. Maju dan jaya selalu buat seller. Untuk jasa kurir sesuai dengan jadwal, cuma kalau boleh memberikan masukan... Mohon info pesanan di update setiap waktu.... Tapi pada akhirnya malah lebih cepat datang nya dari jadwal. Terimakasih banyak buat kurirnya juga.",positif
Keyboard dan mouse ini sangat buruk. Saya kecewa dengan kualitasnya dan mereka tidak berfungsi dengan baik.,negatif
Pengemasan sangat buruk dan barang rusak saat sampai. Seller tidak responsif dan tidak membantu.,negatif
Saya merasa sangat tertipu dengan pembelian ini. Keyboard dan mouse ini tidak sesuai dengan deskripsi.,negatif
Saya sangat kecewa dengan barang ini. Keyboard dan mouse sering macet dan tidak nyaman digunakan.,negatif
Pengiriman sangat lambat dan tidak sesuai dengan yang dijanjikan. Saya tidak akan membeli dari penjual ini lagi.,negatif
Harga yang saya bayar tidak sebanding dengan kualitas produk ini. Sangat mengecewakan.,negatif
Barang ini tidak awet sama sekali. Saya merasa seperti saya telah membuang uang dengan pembelian ini.,negatif
Kualitas produk sangat rendah. Keyboard dan mouse ini sering error dan membuat saya frustasi.,negatif
Saya merasa seperti saya telah ditipu. Keyboard dan mouse ini sangat buruk dan tidak berfungsi dengan baik.,negatif
Pelayanan dari penjual sangat buruk. Mereka tidak merespons keluhan saya dengan baik.,negatif
Keyboard dan mouse ini sangat rapuh dan mudah rusak. Saya merasa seperti saya telah membuang uang.,negatif
Sangat kecewa dengan pengiriman yang lama dan produk yang tidak berkualitas. Saya tidak merekomendasikan pembelian dari penjual ini.,negatif
Harga produk ini terlalu tinggi untuk kualitas yang sangat rendah. Saya merasa seperti saya telah tertipu.,negatif
Saya tidak akan pernah membeli produk dari penjual ini lagi. Pengalaman berbelanja yang sangat buruk.,negatif
Keyboard dan mouse ini tidak sesuai dengan ekspektasi saya. Mereka sering mengalami masalah teknis.,negatif
Produk ini sangat tidak berguna. Tidak ada manfaatnya sama sekali. Saya menyesal telah membelinya.,negatif
"Suaranya sangat jernih, paket sampai tujuan dalam kondisi baik, admin yang ramah, tampilan barang simpel namun menarik. Pengiriman juga sangat cepat.",positif
"Barang sudah sampai dan berfungsi dengan baik. Suaranya jernih, pengemasan rapi, dan pengiriman cepat. Sangat memuaskan!",positif
"Barang bagus, harga terjangkau, suara enak di kuping, tidak sember, sangat mantap. Rekomendasi!",positif
"Kualitas produk sangat baik, pengiriman cepat, pelayanan seller memuaskan. Tidak ada kendala, semuanya berfungsi dengan baik. Mantap!",positif
"Robot T30 Plus sudah sampai dengan selamat. Suara bagus, koneksi Bluetooth mudah, sensor sentuhan bagus, model keren, dan earbuds nyaman. Mantaap!",positif
"Paket sudah sampai, respon penjual baik, pengiriman cepat, packing rapi, barang sesuai pesanan, harga murah, kualitas barang bagus, produk asli, dan kurir ramah. Terima kasih buat seller, semoga sukses.",positif
"Barang sesuai pesanan dan original, pengiriman juga sangat cepat. Seller juga ramah.",positif
"Tws low budget tapi kualitas TOP BGT, bass keren, noise tidak masuk, seller responsnya cepat dan barang serta packing oke. Best seller!",positif
"Barang bagus, berfungsi dengan baik, suara mantap, seller respons cepat, pengemasan dan pengiriman cepat, kurir juga mantap. Top semuanya.",positif
"Barang sampai dengan selamat dan sesuai pesanan. Bass bagus, baterai tahan lama. Robot memang keren. Terima kasih!",positif
"Dapat bonus brush foundation, sangat sepadan dengan harga, bagus dan mudah dibawa ke mana-mana. Senang!",positif
"Kualitas bagus, suara nge-bass banget. Produk yang sangat sepadan dengan harga. Puas!",positif
"Untuk saat ini masih normal, hanya agak bingung pada pemakaian awal. Semoga bisa awet.",positif
"Barang keren abis, asli original, pengiriman juga sangat cepat. Puas banget!",positif
"Suaranya mantap banget, harga juga sepadan. Tinggal menunggu ketahanannya. Puas!",positif
"Akhirnya sampai juga yang ditunggu-tunggu. Packing bagus, semua masih tersegel, sudah dicoba berfungsi dengan baik.",positif
"Kualitas barang baik, sampai dengan aman, respon penjual baik, kurir baik, semoga awet ya. Begitu sampai langsung di chat untuk cara pemakaian. Bagus banget buat orang yang baru mau coba pakai earphone.",negatif
Baru sehari pakai. Tidak tahu seawet apa. Kualitas suara cukup tidak jelek maupun bagus. Namun kekurangannya fitur bluetooth nya meskipun sudah tersambung bisa disambungkan oleh orang lain. (bisa diganggu),negatif
"Suara dari Airbuds-nya mantap banget. Cuma Airbuds yang satu tidak bisa hidup sama sekali. Sudah di cas minimal 4 jam tetapi tidak hidup, indikator lampu pairing-nya saja tidak hidup.",negatif
Udah didalam case kadang nyambung sendiri ke hp jadi baterai cepat habis.,negatif
"Suaranya kurang bagus.... Masih mendingan pake headset Robot-nya. Sambungan-nya putus-putus, jadi tidak nyaman buat dipakai.",negatif
"Suara enak, tapi baterai boros banget, casan tidak bisa dipakai lagi, terasa seperti membeli barang bekas.",negatif
"Salah kirim type produk, pesan T30 PLUS yang dikirim T50 jadi kurang enak dipakai di telinga saya, pengiriman lama males mau tuker karna harus mengembalikan produk",negatif
Suara aman tapi tidak bisa dipakai telfon org yg ditelfon tidak bisa dengar suara dari mic headset ini,negatif
"Packaging sangat buruk, kotak rusak, kabel charger rusak",negatif
"Suara jernih, cuman di telinga gak enak, bass seperti stereo ambyaar pokoknya dah.",negatif
Saat musik suaranya bagus tapi saat panggilan telepon suara kecil sekali. Ini kalau mau komplain kemana?,negatif
"Jujur, ini kalau ketutupan kupluk/helm/apalah yang menghalangi sedikit saja, lagu langsung ilang... ga ngerti lagi dah nyari cara di yt biar ga missound dari ni airbuds tapi tetap aja kehalang benda bakal mati, DICOBA AJA TUTUP AIRBUDS NYA PAKE TANGAN DI KEKEP PASTI MATI.",negatif
"Udah cas 4 jam tetap lowbat aja, trus yang kanan ga mau. Udah coba reset tetap ga mau, coba manual ga mau juga. Cara klaim garansi gimana ya?",negatif
"Suaranya kurang jelas, lalu baterai nya cepat habis tidak sesuai dengan deskripsi nya.",negatif
Suara biasa aja. Sensor sentuh ga fungsi. Earbuds diletakan media tidak berhenti.,negatif
Sebelah kanan gak bisa di cas. Harus di ganjel/diteken dulu baru masuk.,negatif
"Bagus, pengiriman aman, bahan dari plastik tapi tebal, warna cute kiyowoo, harga terjangkau:) admin ramah pas barang dikirim diberitahu lewat chat ihiy makasii seller robot",positif
"Warnanya cerah dan cantik, semoga kokoh dan awet dan bisa mempermudah pekerjaan yang biasa dilakukan sehari-hari. Lumayan kuat untuk nahan laptop 14 inch.",positif
"Fitur Terbaik: fleksibel dbawa kemana-mana. Sepadan dengan Harga: worth it bangett💞. Ada tempat naruh pen tablet juga, pengirimannya lumayan cepat buat luar jawa makasih kurir 😆 walopun keliatannya agak fragile but actually it's so good mampu bangett nahan laptop love it^^",positif
"Fitur Terbaik: holder laptop. Sepadan dengan Harga: ya. Bahan bagus plastik tebal, kuat nahan laptop 11 inci apa 12 inci yak, lupa 😅 pokoknya bagus gus gus gus. Thanks",positif
"Fitur Terbaik: warna kuningnya baguss dan bahannya kokoh. Sepadan dengan Harga: Ya. Thanks seller barangnya original, bagus, kokoh, dan warna kuningnya cantik bangettt😍 pengiriman cepat, seller responsif! Next time pasti order lagi🙏🥰",positif
"Fitur Terbaik: adminnya super responsif dan enak bangett selalu ngingetin dan ngasih info posisi barang kita by chat. Good Job! Sepadan dengan Harga: mungkin bisa lebih murah lagi🤭 Overall ini cukup sesuai dengan perkiraan saya, bahannya bukan full alumunium / besi gitu ya gaes but ini cukup kokoh. Meskipun bayanganku agak kecil tapi ternyata besar banget.",positif
"Fitur Terbaik: bahan plastik tp kokoh. Sepadan dengan Harga: iya. Barangnya sudah sampai, jika dibuka paling lebar emang segitu, pengemasannya aman banget jagi GK perlu khawatir, pokoknya makasih banyak seller dan kurir.... Semoga sukses selalu",positif
Fitur Terbaik: bagus. Sepadan dengan Harga: worth it. Saya pesen putih kenapa datengnya kuning,positif
"Fitur Terbaik: bagus. Sepadan dengan Harga: sesuai dengan kualitasnya. Mantapp , paling rendah lumayan tinggi juga",positif
"Fitur Terbaik: bagus. Sepadan dengan Harga: Murah. Pesanan diterima dgn baik, pengiriman cepat dan best lah",positif
"Fitur Terbaik: mudah dibawa, menjaga agar punggung tidak pegal ketika lama berhadapan dgn laptop. Sepadan dengan Harga: ya. Pengiriman cepat, thanks seller & shopee",positif
"Fitur Terbaik: simple. Lumayan kokoh, untuk posisi pas dengan mata harus di slot yang paling rendah, tapi gpp tetap enak menggunakan. Makasih",positif
Untuk laptop 16 inch masih lumayan bisa dipakai. Bagus warnanya dan lumayan tebal,positif
Fitur Terbaik: bagus bisa utk laptop besar. Sepadan dengan Harga: iya sepadan. Warnanya bagus. Datangnya cepat. Udah dicoba dan memang bisa untuk laptop besar. Semoga awet dan ngga pegel lagi deh sekarang,positif
Lumayan lah biar laptop ada alasnya kalo dipake,positif
Barang ini sangat berguna. Sangat membantu dalam kegiatan sehari-hari saya. Saya sangat puas dengan pembeliannya.,positif
Barang ini sangat buruk. Tidak sesuai dengan deskripsi dan sangat rapuh. Saya kecewa sekali dengan pembelian ini.,negatif
"Saya merasa sangat tertipu. Kualitas produk sangat rendah, dan harga yang saya bayar tidak sebanding dengan barang yang saya terima.",negatif
Ini adalah pemborosan uang. Bahan plastiknya sangat tipis dan rapuh. Saya merasa seperti barang ini akan rusak kapan saja.,negatif
Pengiriman sangat lambat dan pelayanan dari penjual sangat buruk. Saya tidak akan pernah membeli dari penjual ini lagi.,negatif
"Ini adalah salah satu pembelian terburuk saya. Barang ini tidak awet sama sekali, dan saya merasa telah membuang uang.",negatif
Kualitas produk sangat buruk. Saya merasa seperti saya telah membeli barang palsu. Sangat mengecewakan!,negatif
Saya sangat kecewa dengan barang ini. Tidak sepadan dengan harganya sama sekali. Saya merasa telah tertipu.,negatif
Produk ini sangat jelek. Tidak sesuai dengan ekspektasi saya. Saya sangat menyesal telah membelinya.,negatif
Saya merasa seperti saya telah membuang uang dengan pembelian ini. Barangnya tidak tahan lama dan tidak berkualitas.,negatif
Pengiriman sangat lambat dan penjual tidak responsif. Saya tidak merekomendasikan pembelian dari penjual ini.,negatif
Barang ini sangat rapuh dan mudah rusak. Saya merasa seperti saya telah membeli barang sampah.,negatif
Kualitas produk sangat buruk. Saya sangat kecewa dengan pembelian ini.,negatif
Saya merasa seperti saya telah ditipu. Barang ini tidak sesuai dengan deskripsi dan kualitasnya buruk.,negatif
Saya tidak akan pernah membeli dari penjual ini lagi. Pengalaman berbelanja yang sangat buruk.,negatif
Harga produk ini tidak sepadan dengan kualitasnya. Saya merasa sangat kecewa.,negatif
Barang ini sangat tidak berguna. Tidak ada manfaatnya sama sekali. Saya menyesal telah membelinya.,negatif
