comment,sentiment
"Sepadan dengan Harga: iyaa. Fitur Terbaik: Fast. kece. 2 hari nyampe. Gileee banget. Teamgroup memang oke, gausah diragukan lagi. Oiya dapet bonus flash drive 16 GB, lumayan banget. Thanks TG.",positif
"Barang rusak saat tiba, pengemasan buruk. Kecewa.",negatif
Fitur Terbaik: jelek. Sepadan dengan Harga: mahal. Tidak puas dengan pembelian ini.,negatif
"Penjual tidak responsif, pengiriman sangat lambat. Buruk sekali pengalaman berbelanja.",negatif
"Produk tidak sesuai deskripsi, sangat mengecewakan. Saya tidak merekomendasikan ini.",negatif
Fitur Terbaik: tidak berfungsi. Sepadan dengan Harga: terlalu mahal. Saya menyesal membeli ini.,negatif
"Barang hilang dalam pengiriman, penjual tidak memberikan solusi. Pengalaman yang sangat buruk.",negatif
"Packing sangat buruk, produk tiba dalam keadaan rusak. Sangat tidak puas.",negatif
Fitur Terbaik: tidak ada. Sepadan dengan Harga: sangat mahal. Saya merasa ditipu dengan pembelian ini.,negatif
"Seller tidak jujur, produk palsu. Sangat mengecewakan.",negatif
"Pengiriman sangat terlambat, barang baru tiba setelah berbulan-bulan. Sangat buruk.",negatif
Fitur Terbaik: tidak berfungsi sama sekali. Sepadan dengan Harga: mahal. Pemborosan uang.,negatif
"Barang rusak saat tiba, penjual tidak merespons keluhan. Sangat mengecewakan.",negatif
"Produk tidak berkualitas, fitur-fitur rusak. Saya sangat kecewa dengan pembelian ini.",negatif
Fitur Terbaik: tidak sesuai deskripsi. Sepadan dengan Harga: mahal. Penjual tidak terpercaya.,negatif
"Packing sangat buruk, produk tiba dalam keadaan rusak parah. Saya merasa tertipu.",negatif
"Seller tidak mengirim produk, uang saya hilang. Pengalaman yang sangat buruk.",negatif
"Penjual ramah dan responsif, meskipun banyak nanya tetap dijawab. Pengiriman sangat cepat, kemarin sore dikirim, tadi pagi jam 10.30 sampai. Packing baik. Dapet bonus mask. Belum dicoba, karena hdd laptop saya masih proses backup ke cloud. Mudah-mudahan cocok dan awet ssd nya.",positif
"Dari dulu selalu percaya sih sama kualitas teamgroup gak abal"", selain seller responsif dan komunikatif, packing kardus good. Top markotop !",positif
"Sip sesuai barangnya, packing jiga baguss sip sip rekomendasi.",positif
"Fitur Terbaik: mantaap, Sepadan dengan Harga: terjangkau, Barang sudah sampai dg selamat..belum dicoba tapi semoga berfungsi dg baik dan awet..",positif
"Fitur Terbaik: original , authentic, Sepadan dengan Harga: sangat worth it sekali, Seller nya best, responsif waktu di chat dan di tanya, langsung di proses, 2 jam sampai, harga buat ssd ini worth it, barang pasti authent, keren. Thanks seller.",positif
"Fitur Terbaik: baik dan bagus, Sepadan dengan Harga: ssd, Entah kenapa yang terbaca di laptop gak sampai 256, tapi gak masalah yang penting lancar jos.",positif
Fitur Terbaik: Bagus Sepadan dengan Harga: Pas Mantul... Install win10 cepat,positif
"Fitur Terbaik: Terbaik Sepadan dengan Harga: sepadan Mantab berfungsi dengan baik semoga awet dan tidak ada apa apa, cocok untuk yang mau up grade laptop kentang dengan harga terjangkau dan berkualitas baik",positif
"Fitur Terbaik: bagus Barang bagus, sesuai dengan pesanan. Packing aman dan rapi, Semoga cocok di laptop saya. Free kalender 2023 juga nih, thanks seller",positif
Sepadan dengan Harga: sepadan bgt Fitur Terbaik: kualitas top Produk baik pengiriman standar harga rasional quality oke punya mudahan tahan lama,positif
Fitur Terbaik: ssd Sepadan dengan Harga: ssd Terima kasih seller pengiriman ssd nya cepat banget loh,positif
"Packing nya ala kadarnya, tapi ya lumayan dari pada gk di kardusin. Di dalam ada bubble wrap nya juga. Kualitas nya belum tau, belum dicoba. Semoga baik.",positif
Pesanan sudah diterima. Fast respon. Mantap. Tapi belum dicoba.,positif
Fitur Terbaik: performa laptop ku jadi cepat Sepadan dengan Harga: ya,positif
"Admin seller ramah bintang 5, barang sampai dengan aman dan tanpa minus, sudah di coba aman dan sat set jika di bandingkan dengan HDD, bonus masker, barang sampai namun sudah terbuka, kemungkinan di pasang segel dulu. Semoga Awet sampe puluhan tahun (hehe) Di beli Rp.465.000 per tanggal 31 Mei 2022",positif
Laptop jadi enteng buka semuanya. Pake app design jg enak. Untuk kualitas ketahanan brp lama kita coba dlulu. Thx,positif
Pengiriman sangat lambat dan produk rusak. Sangat kecewa.,negatif
Penjual tidak responsif dan sulit dihubungi. Produk juga tidak sesuai deskripsi.,negatif
"Saya sudah menunggu lama untuk pengiriman, tetapi produknya tidak sampai dan penjual tidak memberikan informasi yang jelas.",negatif
Sangat buruk. Produk tidak berfungsi sama sekali dan penjual tidak mau bertanggung jawab.,negatif
"Packing buruk, produk rusak saat sampai. Saya merasa tertipu.",negatif
"Pengiriman terlalu lambat. Saya membutuhkan produk ini dengan segera, tetapi harus menunggu berhari-hari.",negatif
Produk tidak berkualitas. Saya sudah mencobanya dan langsung rusak.,negatif
Penjual tidak jujur. Produknya palsu dan penjual tidak memberikan informasi yang benar.,negatif
Pengiriman tertunda tanpa alasan yang jelas. Sangat tidak puas dengan pelayanan ini.,negatif
Produk tidak sesuai dengan yang diiklankan. Saya merasa tertipu.,negatif
Penjual tidak kompeten. Produk rusak saat sampai dan penjual tidak bisa memberikan solusi.,negatif
"Saya membeli produk ini dengan harga yang tinggi, tetapi kualitasnya sangat rendah.",negatif
Barang rusak dan penjual tidak responsif. Saya sangat kecewa.,negatif
Pengiriman terlalu lambat dan produk tidak berkualitas. Saya tidak merekomendasikan produk ini.,negatif
Saya merasa tertipu. Produk palsu dan penjual tidak bertanggung jawab.,negatif
Sangat buruk. Produk tidak awet dan penjual tidak memberikan garansi yang baik.,negatif
Barang sesuai pesanan dan telah dicoba berfungsi dengan baik. Pelayanan dan pengiriman sangat cepat. Rekomendasi!,positif
"Barang sesuai pesanan, segel warranty juga masih aman, semoga barang awet. Terima kasih ya min.",positif
"Fitur Terbaik: baik sekali. Sepadan dengan Harga: sangat sepadan. Pengiriman cepat, produk original, dapet bonus masker, rekomendasi buat yang mau upgrade laptop KENTANGnya.",positif
"Fitur Terbaik: mantap. Sepadan dengan Harga: mantap. Packing aman, respon cepat, pengiriman juga cepat. 👍👍👍",positif
Fitur Terbaik: sipp. Sepadan dengan Harga: mantap. 👍,positif
"Fitur Terbaik: pengiriman cepat. Sepadan dengan Harga: sangat puas. Sudah yang kedua kalinya cuma yang pertama beda tipe saja, thanks, barang berfungsi dengan sangat baik. 👍👌",positif
"Biasanya klau Shopee Mall/Official packing-nya pake dus oren tulisan Shopee, tp ini cuma pake bubble wrap 2 lapis d lpisi sma dus aja, tp it's ok lah karna barang mendarat dgn aman, wlau kemasan SSD nya uda d buka, mungkin utk nmpel stiker garansi nya, positif tingking aja ini ori karna dri officialny.",positif
"Fitur Terbaik: cepat. Sepadan dengan Harga: ya. Barang berfungsi baik. Sudah dites, tapi belum coba diinstal windows.",positif
Packing bagus dan aman dengan bubble wrap. Kualitas harusnya tdk diragukan lagi. Nanti dibuktikan kalau udah dicoba.,positif
"Barang sampai. Sesuai deskripsi, kemasan udah kebuka, mungkin bekas pemeriksaan, segel aman. Mudahan ga ada masalah waktu instal ulang. Terima kasih. Update: Udah instal ulang dan aman. SSD bikin laptop jadul gw kenceng abis. Terima kasih Teqmgrup, akhirnya laptop jadul saya bisa hidup lagi 🤣. AO722.",positif
"Produk sudah diterima dengan kondisi normal, segel terpasang dengan baik, dan ditest dalam kondisi baik. Rekomendasi mend mend 🤙🤙🤙",positif
"Fitur Terbaik: ngebut seperti ku reply chat si dia. Sepadan dengan Harga: sangat sangat worth it👍. Top markotoppp joss markojosssssssss. Sangat jauh perbedaan make HDD ke SSD. HDD: ngambil sarjana baru nyala. SSD: Kedip doang dah bisa maen 👍👍. Kalo ada masalah bisa di claim garansi entar kata seller nya, TOP dah 👍👍.",positif
Sesuai pesanan pengiriman cepat official store mantap dapat kalender.,positif
"Cepat sampai, performanya mantep, semoga awet, dapet bonus masker juga.",positif
"Pengiriman cepat, packing rapih barang sesuai, semoga awet² dah, berfungsi dengan normal, recommended seller.",positif
Terima kasih pesanan datang dengan selamat. Packing rapih dan respon seller baik. Produk original. Pokoknya sangat puas.,positif
Barang tidak sesuai pesanan dan telah dicoba berfungsi dengan buruk. Pelayanan dan pengiriman sangat lambat. Tidak direkomendasikan!,negatif
"Barang tidak sesuai pesanan, segel warranty juga rusak, semoga barang cepat rusak. Terima kasih ya min.",negatif
"Fitur Terbaik: buruk sekali. Sepadan dengan Harga: sangat tidak sepadan. Pengiriman lambat, produk palsu, tidak ada bonus masker, tidak direkomendasikan buat yang mau upgrade laptop KENTANGnya.",negatif
"Fitur Terbaik: buruk. Sepadan dengan Harga: buruk. Packing rusak, respon lambat, pengiriman juga lambat. 👎👎👎",negatif
Fitur Terbaik: buruk. Sepadan dengan Harga: buruk. 👎,negatif
"Fitur Terbaik: pengiriman lambat. Sepadan dengan Harga: sangat tidak puas. Sudah yang kedua kalinya cuma yang pertama beda tipe saja, tidak puas, barang tidak berfungsi dengan baik. 👎👌",negatif
"Biasanya kalau Shopee Mall/Official packing-nya pake dus oren tulisan Shopee, tp ini cuma pake bubble wrap 2 lapis d lpisi sama dus aja, dan barang rusak, mungkin utk nmpel stiker garansi nya, sangat negatif tingking aja ini palsu karna dari officialny.",negatif
"Fitur Terbaik: lambat. Sepadan dengan Harga: ya. Barang tidak berfungsi baik. Sudah dites, tapi belum coba diinstal windows, dan tidak berfungsi dengan baik.",negatif
"Packing buruk dan tidak aman dengan bubble wrap. Kualitas harusnya tdk diragukan lagi. Nanti dibuktikan kalau udah dicoba, tetapi tidak berfungsi dengan baik.",negatif
"Barang sampai. Tidak sesuai deskripsi, kemasan sudah kebuka, mungkin bekas pemeriksaan, segel rusak. Mudahan ada masalah waktu instal ulang. Tidak puas. Update: Tidak bisa instal ulang dan tidak aman. SSD tidak membuat laptop jadul gw kenceng abis. Tidak terimakasih Teqmgrup, akhirnya laptop jadul saya tidak bisa hidup lagi 🤣. AO722.",negatif
"Produk sudah diterima dengan kondisi rusak, segel terpasang dengan buruk, dan ditest dalam kondisi buruk. Tidak direkomendasikan mend mend 🤙🤙🤙",negatif
"Fitur Terbaik: lambat seperti ku reply chat si dia. Sepadan dengan Harga: sangat sangat tidak worth it👎. Top markotoppp joss markojosssssssss. Sangat jauh perbedaan make HDD ke SSD. HDD: ngambil sarjana baru nyala. SSD: Kedip doang dah tidak bisa maen 👎👎. Kalo ada masalah bisa di claim garansi entar kata seller nya, sangat buruk 👎👎.",negatif
Tidak sesuai pesanan pengiriman sangat lambat official store tidak mantap tidak dapat kalender.,negatif
"Tidak cepat sampai, performanya tidak mantap, tidak semoga awet, tidak dapat bonus masker juga.",negatif
"Pengiriman lambat, packing buruk, barang tidak sesuai, tidak semoga awet² dah, tidak berfungsi dengan normal, tidak direkomendasikan seller.",negatif
"Fitur Terbaik: Tidak lancar. Sepadan dengan Harga: Kualitas tidak sesuai harga. Tidak puas dengan produk ini, kualitas tidak terjamin. 😁",negatif
"Barang belum dicoba, semoga berfungsi dengan normal. Barang sesuai foto dan deskripsi. Pengiriman cepat. Respon penjual cepat. Dibungkus dengan rapih.",positif
"Pesanan sudah sampai, pengiriman cepat, packing aman walaupun cuma 1 keping.",positif
Membantu?,positif
"Overall bagus, cuma kalo chat kurang responsive 😅.",positif
"Keren, dikemas dengan aman, pengiriman cepat, dan seller ramah👍🏻. Maaf gak ke foto, langsung di terap hehe.",positif
"Pengiriman cepat banget, order hari Sabtu sore, Senin siang udah sampai. Packing aman dan rapi. Mantap banget lah.",positif
"Barang sudah sampai tapi belum diuji, semoga aman saja.",positif
"Sudah sampai dan dicoba, berfungsi dengan baik. Jadi agak menghela nafas dengan enak nih PC ane pakai tambahan RAM yang baru ane beli. OK punya Team Elite, maturnuwun. Sip!",positif
"Mantap banget di toko resmi, dapet masker pula. Barang selamat sampai tujuan, sesuai pesanan 👍🏼.",positif
Barang sesuai deskripsi. Pengiriman cepat. Thanks ya. 😉,positif
"Barang ok, bekerja dengan baik.",positif
Mantap... barangnya cepat sampainya.,positif
"Mantullll, terimakasih sellerrrr semoga kedepannya lebih baik lagi.",positif
Suka sama produk Team Elite.,positif
Barangnyaaaaaaaa bagussssssss sesuai ekspektasiiiiii.,positif
Mantab gan.... Ngebutttt.,positif
Barang ini sangat buruk. Tidak sesuai dengan deskripsi dan tidak berfungsi dengan baik. Saya merasa sangat kecewa.,negatif
"Pengiriman sangat lambat dan barang rusak saat sampai. Respon penjual juga buruk, tidak membantu sama sekali.",negatif
Barang tidak sesuai ekspektasi. Saya merasa seperti saya telah membuang uang untuk produk ini.,negatif
"Packing sangat buruk, barang rusak saat sampai. Penjual tidak responsif dan tidak bertanggung jawab.",negatif
"Pengiriman terlambat, dan barang yang diterima dalam kondisi buruk. Saya sangat kecewa dengan pengalaman ini.",negatif
"Kualitas produk sangat rendah, tidak berfungsi dengan baik. Saya merasa seperti saya telah tertipu.",negatif
Penjual tidak ramah dan kurang responsif. Barang yang diterima tidak sesuai dengan pesanan.,negatif
Saya sangat kecewa dengan pengiriman yang lambat. Produk ini sangat buruk dan tidak sesuai dengan deskripsi.,negatif
Harga produk ini terlalu mahal untuk kualitas yang sangat rendah. Saya merasa seperti saya telah ditipu.,negatif
Barang ini sangat tidak berguna. Saya menyesal telah membelinya. Fiturnya tidak berfungsi dengan baik.,negatif
Kualitas produk sangat buruk. Saya merasa seperti saya telah membuang uang dengan pembelian ini.,negatif
Respon penjual sangat buruk dan tidak membantu. Pengemasan juga sangat buruk dan barang rusak saat sampai.,negatif
Pengiriman sangat lambat dan barang tidak sesuai dengan pesanan. Saya merasa sangat kecewa dengan pembelian ini.,negatif
Produk ini sangat buruk. Fiturnya tidak sesuai dengan yang diharapkan dan tidak sepadan dengan harganya.,negatif
Sangat kecewa dengan barang ini. Kualitas produk sangat rendah dan harga yang saya bayar tidak sepadan.,negatif
Pengemasan sangat buruk dan barang rusak saat sampai. Seller tidak responsif dan tidak membantu.,negatif
"Produk original, pengiriman cepat, respon cepat, packing baik. Alhamdulillah, berkah usahanya, semoga sukses selalu.",positif
"Produk original 😍😍😍, pengemasan super aman, pengiriman super cepat. Dapat masker gratis pula. Mantap seller, semoga selalu amanah. Terimakasih 👍👍👍",positif
Fitur Terbaik: mantap. Sepadan dengan Harga: terbaik. Mantap tinggal test max kecepatan data transfer. Terima Kasih banyak untuk TeamGroup.,positif
Fitur Terbaik: Baik. Sepadan dengan Harga: Baik. Barang mendarat dengan aman dan baik dan semoga awet dan cocok. Aamiin.,positif
"Barang mantap, sesuai deskripsi. Alhamdulillah, berfungsi dengan baik. Kedua kalinya belanja di TeamGroup. Selalu memuaskan.",positif
"Fitur Terbaik: Baik. Sepadan dengan Harga: Sangat sepadan. Alhamdulilah pesanan telah sampai dengan selamat. Dari RAM+m.2 NVMe lebih percaya sama merk ini. Top markotop, RAM dari tahun 2018 sampai sekarang masih awet, dari awal punya laptop biasa sampai punya yang gaming. Mudah2an kualitasnya serupa dengan RAMnya. 👍",positif
"Barang original. Kualitas mantap. SSD NVMe Teamgroup memang luar biasa, read and write-nya joss. Semoga awet.",positif
"Fitur Terbaik: belum dicoba dan install di komputer, semoga awet dan sepertinya underrated. Sepadan dengan Harga: cukup miring dengan review di internet yang tidak jelek. Mari kita coba.",positif
"Paket mendarat dengan aman, pengiriman cepat, baru pesan kemarin hari ini sudah sampai. Terimakasih min.",positif
"SSD-nya aman dan sudah dipasang, migrasi lancar. JNT lelet...",positif
"Seller responsif, pengiriman cepat, packing rapi. Belum di coba, masih nunggu beberapa part lagi. Semoga awet. Terimakasih bonus maskernya.",positif
"Packing rapi, tebal. Ga banyak basa-basi. Langsung dikirim di hari pertama pesan. Terbilang cepat pengiriman. And... SSD works af. Niceee....",positif
Selalu bagus. Mantab banget. Tidak pernah mengecewakan. Packing cepat.,positif
Barang sudah diterima dalam kondisi yang baik dan tidak ada kendalanya. Terimakasih.,positif
"Fitur Terbaik: meningkatkan performance laptop. Sepadan dengan Harga: sangat worth it. Pengiriman cepat, instalasi mudah, barang sesuai dengan deskripsi.",positif
"Sepadan dengan Harga: iyaa. Fitur Terbaik: Fast. kecewa. 2 hari nyampe, Gileee benerrr. Teamgroup memang okeee, gausah diragukan lagi. Oiya dapet bonus flash drive 16 gb, lumayan bgt heuheu. Thanks TG.",positif
"Pengiriman lama, barang rusak. Tidak puas sama sekali.",negatif
"Barang tidak sesuai dengan deskripsi, sangat mengecewakan.",negatif
"Kualitas barang jelek, tidak sepadan dengan harganya.",negatif
"Pengemasan buruk, barang sampai dalam kondisi rusak.",negatif
"Respon penjual sangat buruk, tidak direkomendasikan.",negatif
Barang rusak dan penjual tidak memberikan solusi yang baik.,negatif
"Barang tidak asli, penipuan!",negatif
"Pengiriman terlambat, tidak sesuai dengan yang dijanjikan.",negatif
"Penjual tidak responsif, sulit dihubungi.",negatif
"Barang tidak terlindungi dengan baik dalam pengiriman, rusak saat tiba.",negatif
"Packing buruk, barang patah saat sampai.",negatif
"Pengiriman sangat lambat, kecewa dengan pelayanan ini.",negatif
"Barang cacat, kualitas sangat rendah.",negatif
"Penjual tidak jujur, barang palsu!",negatif
"Respon penjual lambat, sulit berkomunikasi.",negatif
"Paket hilang dalam pengiriman, penjual tidak membantu.",negatif
